"id_clean_tweet";"id_tweet";"clean_content";"tweet_label"
"450";"379916576679415808";"semua mantan tidakaneh";"negatif"
"451";"379988963865284608";"amin janganlebih baik tawa sukses terima kasih";"positif"
"452";"380106045659430912";"sukses berani pikir berani mimpi berani tindak";"positif"
"453";"380203816345300992";"tegas adil bijaksana karakter";"positif"
"454";"380309929187233793";"dukung capres nilai mantan jujur adil cerdas";"positif"
"455";"380331941112717312";"muak tidakalat";"negatif"
"456";"380349444039790592";"muak bekas paksa pas ambil alih jadi";"negatif"
"457";"380456821539868672";"juang dukung salut dukung sayang belumada";"positif"
"458";"380585664191815681";"wakil nilai sosok panutan";"positif"
"459";"380644635279777792";"siap dukung senyum jadi capres";"positif"
"460";"380671283916046336";"salut takingin jadi kuasa";"positif"
"461";"380702535964581888";"tidakada masalah baik kerja keras lebih maju";"positif"
"462";"380750647462600704";"wibawa moga sukses";"positif"
"463";"380839294606114816";"semua nasionalis dukung tokoh jadi presiden salut";"positif"
"464";"380874951198138368";"kenal sosok satu jadi figur tegas jujur adil";"positif"
"465";"380909982692036609";"dukung pasti jadi capres rakyat";"positif"
"466";"380990836952948736";"takmaju calon presiden langsung sukses";"negatif"
"467";"380992723630555136";"jawab cerdas senyum tawa begitu presiden jawab";"positif"
"468";"381072814645579777";"jawab cerdas begitu begitu presiden jawab";"positif"
"469";"381193082508550145";"masuk paling kena hati rakyat nilai sahaja komunikatif tegas konkret amanah jujur";"positif"
"470";"381225941550112768";"bagus cocok tegas otoriter";"positif"
"471";"381288423602270208";"ayo dukung gerak desak anti";"positif"
"472";"381296896582512640";"tidaksedih dukung baca";"positif"
"473";"381303496470835200";"ayo dukung biar biar hati konspirasi makmur bisa atas tawa tawa";"positif"
"474";"381305881838624768";"dukung naik beli pribadi dukung";"positif"
"475";"381308701899882496";"dukung galau";"positif"
"476";"381316595282214913";"banyak keluh kinerja buruk";"negatif"
"477";"381322079422787584";"akun bidik jujur";"positif"
"478";"381322100817940480";"cerdas bangun sangat";"positif"
"479";"381332504570912768";"sekarang lebih";"negatif"
"480";"381509135218384898";"selamat sukses siap maju jadi capres dukung";"positif"
"481";"381587960195338240";"maju jadi presiden wakil";"positif"
"482";"381644740342857728";"jadi panutan";"positif"
"483";"381713537489321984";"cerdas jujur";"positif"
"484";"381815714073432064";"reputasi bentuk kena diri beliau tetap sosok tegas cerdas berani langka";"positif"
"485";"381820286762352000";"peran tunjuk kapabilitas bukanhambat";"negatif"
"486";"381949372495196160";"betul maju sama salah satu baik negeri";"positif"
"487";"381957667692244992";"terang ragu serius capres";"negatif"
"488";"382048565150752768";"dulu mimpi cerdas giat jago";"positif"
"489";"382068647566389248";"payah lupa";"negatif"
"490";"382313557292900353";"malas beli murah tegas tolak";"positif"
"491";"382360123387031552";"andai jadi capres dukung";"positif"
"492";"382387830908928000";"jadi sangat setuju baur sama masyarakat tegas";"positif"
"493";"382417726456614912";"tidakmodel baru pemimpin pemimpin antibirokrasi rusak";"negatif"
"494";"382443580163256321";"cerita lama lawan tertib tegas ingkar";"negatif"
"495";"382501259623690240";"popularitas capres jauh";"positif"
"496";"382507592938819584";"baru top dukung";"positif"
"497";"382529390275346000";"sosial elektabilitas paling rendah";"negatif"
"498";"382670338179358721";"sangat pro dapat kena debat murah";"positif"
"499";"382670609886363648";"selamat semangat";"positif"
"500";"382672826471182336";"selamat sabar beda sama senyum tetap semangat";"positif"
"501";"382677921317396480";"konvensi";"positif"
"502";"382689918448709633";"ada pemimpin bisa pikir bisa maju jujur cerdas tetap sahaja";"positif"
"503";"382707780815028224";"calon kuat presiden";"positif"
"504";"385417143732277248";"jawab sahaja cerdas salut";"positif"
"505";"385439460965363713";"bukanbeliau idola panutan senyum";"positif"
"506";"385592687748861953";"salut sama hidup";"positif"
"507";"385694948395208704";"salut sama tawa";"positif"
"508";"385933896606416000";"tidaktoleran bukan";"negatif"
"509";"386039353299853312";"siap ketemu idola berat senyum";"positif"
"510";"386249211701764096";"wibawa";"positif"
"511";"386688181543788545";"akil kerja";"negatif"
"512";"386798686048890880";"takpantas masuk majelis hormat nilai tidakpantas jadi majelis hormat";"negatif"
"513";"386805627458039808";"tokoh jadi panutan";"positif"
"514";"386806660494131201";"acara bareng beliau sempat salut sama senyum";"positif"
"515";"386855737063796736";"diri paham hati pasti menang paling sopan";"positif"
"516";"387057212818219008";"juang tiadahenti maju salut";"positif"
"517";"387572152683081728";"salut banget sama kelas paling atas";"positif"
"518";"387595484480962560";"hidup sahaja";"positif"
"519";"387727486257487872";"cepat tegas pecat";"positif"
"520";"387756997417783297";"sekarang asal penting banget";"negatif"
"521";"387905458159501313";"andai tidakmaju capres gantisama jadi makin kuat moga";"positif"
"522";"387945050296307712";"tolol";"negatif"
"523";"387997890284498944";"diktator";"negatif"
"524";"388145231591256066";"awal reformasi babak mulai mudah hasil pemimpin bersih berani";"positif"
"525";"388166661938769920";"maju bersih salah satu";"positif"
"526";"388194971280343040";"profesional bersih peduli maju bersih salah satu";"positif"
"527";"388219335627382784";"maju bersih salah satu";"positif"
"528";"388253482840371200";"cerdas begini senyum juang toleransi";"positif"
"529";"388276817133449216";"tidaklebih cepat lebih baik belum";"positif"
"530";"388279043323219968";"santai tuduh kasus tawa";"negatif"
"531";"388285811914838017";"begitu rapi alat lebih bersih enak";"positif"
"532";"388357342896463872";"takadil jadi";"negatif"
"533";"388474417954553856";"berita satu makin tidakpantas senyum";"negatif"
"534";"388617054959316993";"urus tidakbecus";"negatif"
"535";"388862509769191426";"goblok tawa";"negatif"
"536";"388889758358728704";"adil bersih cocok jadi presiden";"positif"
"537";"388912154771853312";"ampuh putus nepotisme ala";"positif"
"538";"388919939181969408";"citra amoral ada";"negatif"
"539";"388953664146001920";"semangat moga jadi presiden amanah dapat negeri cinta";"positif"
"540";"389009788178161664";"anjing bangsat";"negatif"
"541";"389012522004533248";"bilang bohong";"negatif"
"542";"389019050602295297";"kasih motivasi bodoh";"negatif"
"543";"389054863302094848";"bangsat presiden";"negatif"
"544";"389070147337482240";"malam moga sehat jadi abdi baik";"positif"
"545";"389138949588795392";"antusias sambut";"positif"
"546";"389272148272881664";"bangsat mulai tenar dukung muda";"negatif"
"547";"389276767145709568";"santai bijaksana rakyat hasil";"positif"
"548";"389427109388505089";"sangat arif";"positif"
"549";"389549072064847873";"kasus belumbecus presiden masalah bisa selesai";"negatif"
"550";"389683792207552513";"pilih terlalu banyak capres jadi bikin makin bingung terlalu banyak";"positif"
"551";"389691156298076160";"lebih cepat lebih baik";"positif"
"552";"389723903272038400";"bodoh bodoh lebih bodoh jadi presiden";"negatif"
"553";"389747080844955648";"mudah bisa amanah rakyat kinerja amanah";"positif"
"554";"389778811539046400";"lebih religius ahli";"positif"
"555";"389884841543487488";"tidakantusias populer karakter kedip";"negatif"
"556";"389940320562999297";"tidakjujur fiktif";"negatif"
"557";"389949882129072129";"pemimpin tua singkir janganpilih";"negatif"
"558";"389991419315646464";"berani mimpi berani";"positif"
"559";"390004397935050753";"aktif bangun lebih lebih";"positif"
"560";"390009019143708673";"cuek sosok ambisius presiden jadi ambisius jijik";"negatif"
"561";"390012538152173568";"berani mimpi berani berani tindak";"positif"
"562";"390059032863850496";"sukses bangun adil makmur";"positif"
"563";"390064505067040768";"begitu dukung amanah";"positif"
"564";"390067659381145600";"agung sambut antusias";"positif"
"565";"390089206564782081";"rakyat bosan muak tidakpilih masyarakat cerdas";"negatif"
"566";"390093264449056768";"belumbawel";"negatif"
"567";"390106983723843586";"alas aktif tenang banyak bego";"negatif"
"568";"390126001935499264";"tidakaktif banyak";"negatif"
"569";"390128991685726208";"yakin bijaksana adil baik semangat yakin jadi presiden";"positif"
"570";"390136541143527424";"berani berani mimpi berani tindak";"positif"
"571";"390141499775528960";"ingin menang aktif ajar depan";"positif"
"572";"390181013843738624";"krisis pemimpin adil tulus tiba tiba muncul sayang";"positif"
"573";"390261342260568064";"rakyat terima kasih sama akibat sempat nikmat bahagia";"positif"
"574";"390263099569082368";"berani mimpi berani";"positif"
"575";"390305730986659840";"mampu lebih baik";"positif"
"576";"390312218514190336";"puji kritik kritik datang ahli tata";"negatif"
"577";"390316646360829952";"berani mimpi berani";"positif"
"578";"390335516895219712";"bohong panjang bohong panjang";"negatif"
"579";"390354432270946304";"baik baik amanah amanah janganbanyak bicara banyak kerja";"positif"
"580";"390377568831946752";"sok alim suka";"positif"
"581";"390386557191847936";"utama hati tulus baik";"positif"
"582";"390422199410384897";"berani mimpi berani berani tindak bisa";"positif"
"583";"390450646345723904";"penting bisa teguh amanah";"positif"
"584";"390463816972378112";"bentuk komunis kapitalis demokratis";"negatif"
"585";"390504729010118656";"diri jadi pemimpin amanah bijak dapat percaya";"positif"
"586";"390524290560323585";"juang lebih baik adil";"positif"
"587";"390539023959064577";"rakyat asa hidup lebih baik";"positif"
"588";"390556385802326016";"puji kinerja pemimpin bawah";"positif"
"589";"390616547196416000";"sukses alah lindung amin";"positif"
"590";"390616880529944576";"sukses berani mimpi berani";"positif"
"591";"390621189313671169";"selamat moga panjang sehat agar jadi jadi amin";"positif"
"592";"390623805489819648";"moga sehat sukses";"positif"
"593";"390643192648826880";"berani mimpi berani";"positif"
"594";"390644371466752001";"berani mimpi berani tindak pasti bisa setuju nilai positif generasi";"positif"
"595";"390683061781659648";"baik pasti ada dukung";"positif"
"596";"390686475966095360";"moga baik";"positif"
"597";"390691527782973440";"moga makin banyak rakyat erti lebih baik krisis atas";"positif"
"598";"390709331210948608";"bohong panjang bohong panjang";"negatif"
"599";"390771067620298752";"ayo bantu agar lebih baik";"positif"
"600";"390771408315248640";"hidup keras perih lapar sahabat baik";"positif"
"601";"390772704854671360";"salut tidakamanah kuasa";"positif"
"602";"390817773716131840";"sama baik suka";"positif"
"603";"390821090483654656";"berani mimpi berani bangun jadi lebih baik";"positif"
"604";"390824478105956352";"betul ahli agar jadi tidak";"negatif"
"605";"390825666620686336";"berani berani mimpi berani tindak";"positif"
"606";"390826250241318912";"duh jadi dengar baik amin senyum bukan";"positif"
"607";"390827301295771648";"pas beliau langsung semua baik";"positif"
"608";"390841447793979392";"baik hormat tidakpilih";"positif"
"609";"390869716363132928";"berani mimpi berani berani tindak";"positif"
"610";"390933566084771840";"awal tidaksimpatik amanah belon kelar";"negatif"
"611";"390965342236717057";"berani berani";"positif"
"612";"391034065911963648";"presiden tidakada becus semua kerja";"negatif"
"613";"391034395018006528";"presiden tidakada becus";"negatif"
"614";"391037484634632192";"antusias selesai depan senyum selamat karya laku";"positif"
"615";"391051585838514176";"berani mimpi berani hasil raih";"positif"
"616";"391062258920349696";"serius minta aktif sokong desak";"negatif"
"617";"391103959399546880";"maju capres pasti antusias masyarakat tingkat capres bikin malas";"positif"
"618";"391105073515724800";"bagus fokus isu";"positif"
"619";"391112527301468160";"dukung jadi presiden pemimpin adil tegas jujur bijaksana";"positif"
"620";"391112854184542209";"presiden ideal";"positif"
"621";"391114013074939904";"dukung terima kasih atas alah amanah";"positif"
"622";"391116316817358849";"presiden ideal";"positif"
"623";"391117753781731328";"presiden ideal";"positif"
"624";"391131447613849600";"hasil kerja tidakmudah jadi sabar bantu beliau oke";"negatif"
"625";"391142193865314304";"berani berani mimpi berani tindak";"positif"
"626";"391147102065000448";"ada perlu bebas bisa bantu ikhlas";"positif"
"627";"391158553525764096";"penting komitmen amanah janganbikin salah kaprah";"positif"
"628";"391171582573305856";"viva viva jujur adil hati viva";"positif"
"629";"391171976569421824";"betul pemimpin berani aktif bantu hukum";"negatif"
"630";"391174873474539520";"berani mimpi berani motivasi";"positif"
"631";"391176345582981120";"baru pemimpin masyarakat antusias";"positif"
"632";"391179020290646016";"rakyat antusias pemimpin";"positif"
"633";"391182396696973312";"moga lindung beri mampu amanah depan";"positif"
"634";"391182428481392641";"moga beri sehat amanah amin";"positif"
"635";"391184198427353088";"sosok pemimpin kerja konkret amanah kerja target rakyat";"positif"
"636";"391187383854440448";"tidakada tidakbisa berani berani pikir berani mimpi berani tindak";"positif"
"637";"391187420214882306";"antusias ada tertib";"positif"
"638";"391191889388384256";"pemimpin amanah banyak bicara banyak kerja harga";"positif"
"639";"391197546447519744";"sama tegas moga amanah";"positif"
"640";"391202508615340032";"salah satu percaya kuat inovasi kunci sukses";"positif"
"641";"391202643340562432";"jadi masyarakat amanah masyarakat";"positif"
"642";"391225696720154624";"rendah hati buka kritik jujur adil jawab bisa jadi panutan";"positif"
"643";"391240847762534400";"semua datang jadi amanah";"positif"
"644";"391353360588107776";"pemimpin semua baik hati ramah pemimpin erti rakyat depan";"positif"
"645";"391369489415012352";"moga tetap amanah senyum";"positif"
"646";"391419936930684928";"berani mimpi baru berani";"positif"
"647";"391438669849964544";"sikap tegas wakil";"positif"
"648";"391439978116313088";"sok alim ejek tawa dukung";"negatif"
"649";"391449454118584321";"bisa maju jadi presiden amanah belumbecus";"negatif"
"650";"391452020902617088";"alah pemimpin jujur amanah sayang";"positif"
"651";"391511385869271040";"generasi berani mimpi berani berani";"positif"
"652";"391522293202972672";"gagal";"negatif"
"653";"391555035730939904";"kinerja nilai baik rakyat caci moga alah lindung";"positif"
"654";"391558428792864768";"usaha baik sama senyum";"positif"
"655";"391560186063626240";"baik duit";"positif"
"656";"391567155323355136";"waduh belumbaik janganjadi motivasi kritik koreksi";"positif"
"657";"391571777245028353";"kagum bijak rendah hati capres baik selamat istirahat senyum";"positif"
"658";"391642186648809473";"lebih baik";"positif"
"659";"391698195601842177";"cerdas pikir mulia hati";"positif"
"660";"391730370904743936";"doa pemimpin bersih minimal bisa lebih baik amin";"positif"
"661";"391758316474363904";"janganpilih alias";"negatif"
"662";"391771656592449536";"jadi mudah amanah";"positif"
"663";"391794669006249984";"kandidat kuat";"positif"
"664";"391810365064888321";"amanah dulu baru amanah senyum";"positif"
"665";"391821697856200704";"lebih suka bisa jadi bisa jadi ejek";"positif"
"666";"391823268610469888";"kagum baik banyak masuk";"positif"
"667";"391831335636987905";"benar depan agar jadi lebih baik";"positif"
"668";"391835149786042368";"doa pilih jadi presiden lebih baik";"positif"
"669";"391839950045331456";"rakyat ingin lebih baik jadi presiden";"positif"
"670";"391842215548293120";"tidakbanyak baik moga makin sukses";"positif"
"671";"391843097513975809";"jadi lebih baik sekarang";"positif"
"672";"391844044478763008";"moga lebih mampu kualitas baik negeri";"positif"
"673";"391854618906329089";"setuju setuju baik ambisi";"positif"
"674";"391866895575437312";"agresif";"positif"
"675";"391885612527005696";"selamat malam lebih baik";"positif"
"676";"391887150788009984";"selamat kinerja agama paling baik";"positif"
"677";"391903852603002880";"rakyat ingin lebih baik jadi presiden";"positif"
"678";"391904716323434000";"payah";"negatif"
"679";"391904716323434496";"payah";"negatif"
"680";"391921563303297024";"ambisi besar semangat bareng moral akhlak baik";"positif"
"681";"391922184681050112";"selamat malam pemimpin jujur baik cerdas amanah rakyat makmur";"positif"
"682";"391940219869466625";"betul semua asal nafsu alami bawa baik buruk";"negatif"
"683";"391979383549743104";"sehat dapat mudah mudah lebih baik amin";"positif"
"684";"391999505068871681";"mati tidakbecus";"negatif"
"685";"392030083445030912";"moga beliau jujur amanah gemar hati rakyat amin";"positif"
"686";"392061408692543488";"sejahtera moga sehat amal baik";"positif"
"687";"392095034712924160";"sukses besar juang bawa lebih baik";"positif"
"688";"392096681279246336";"ada lebih baik";"positif"
"689";"392175604444844032";"sukses menang bisa jadi baik";"positif"
"690";"392373807303753728";"pemimpin rakyat berita makan sama";"positif"
"691";"392449744552734720";"putus berani serang ada aman";"positif"
"692";"392514367272415232";"presiden tegas percaya diri jadi agamis harmonis amin dukung";"positif"
"693";"392540350322987008";"dukung pemimpin muda arif";"positif"
"694";"392545849667899392";"pemimpin amanah penting rakyat moga jadi";"positif"
"695";"392549194667274240";"betul baik bisa diri masyarakat isi";"positif"
"696";"392553730123395072";"bisa jadi pemimpin wibawa amanah sehat";"positif"
"697";"392553845605564417";"bisa jadi pemimpin wibawa amanah sehat";"positif"
"698";"392623509207150592";"usaha berani turun benar analisis masalah tawa";"positif"
"699";"392632097099091968";"baik ayom lindung lindung";"positif"
"700";"392640277518626817";"dukung pemimpin muda arif";"positif"
"701";"392701899339595776";"asal tidakjadi adil jadi hukum tidak";"negatif"
"702";"392812972940075008";"moga baik silaturahmi alah tambah sahabat panjang";"positif"
"703";"392831707235110912";"setuju jadi pemimpin amanah bisa percaya";"positif"
"704";"392869636661714944";"sosial aktif sosial";"positif"
"705";"392921626976591872";"selamat dengar masyarakat amanah";"positif"
"706";"392975073553821696";"baik banget";"positif"
"707";"392992217435889665";"baik tidakpemimpin jujur buka berani jawab maju";"positif"
"708";"392993850899591168";"semangat jauh turun aktif perlu betul";"positif"
"709";"393000334584344576";"cadas semangat lebih baik tawa tidakboleh goyah hitung henti";"positif"
"710";"393006584235712512";"moga dapat baik beliau lindung";"positif"
"711";"393014595100479488";"sekedar rakyat pasti tuntas amanah capres takdir taktak";"positif"
"712";"393036668308959232";"rakyat bingung bisa semua tidakamanah";"negatif"
"713";"393043169543077889";"amanah juang rakyat";"positif"
"714";"393050008351555585";"menang presiden wibawa adil tegas peduli harga mati";"positif"
"715";"393145710540894208";"selamat juang lebih baik";"positif"
"716";"393164170763333632";"belumprestasi capek";"negatif"
"717";"393170096555708416";"tegas rakyat baik pemimpin jahat pasti taksuka lebih banyak";"positif"
"718";"393170208543617024";"politisi rakyat sikap jadi baik";"positif"
"719";"393171928006930433";"malah bikin arti tidakberani";"negatif"
"720";"393175879443947520";"tetap semangat wakil benah moga bisa jadi lebih baik";"positif"
"721";"393179747728896000";"sukses moga bawa lebih baik";"positif"
"722";"393187309798969344";"sukses moga bawa";"positif"
"723";"393229705463087104";"moga hidup lebih baik";"positif"
"724";"393243600462442496";"semua capres pemimpin baik";"positif"
"725";"393270355608883200";"lebih baik banyak ajar bagus";"positif"
"726";"393273178547429376";"pahlawan peran sekarang lebih baik";"positif"
"727";"393280975066505216";"terima kasih atas larang hati sangat baik tambah salut";"positif"
"728";"393303778469765120";"baik pilih belumsiap";"positif"
"729";"393304034448130048";"mudah benar contoh jujur tegas amanah amin";"positif"
"730";"393314942046064640";"ayo lebih baik";"positif"
"731";"393353987203690497";"semangat maju agar lebih baik sekarang maju";"positif"
"732";"393355608155361280";"semangat maju agar lebih baik sekarang maju";"positif"
"733";"393363233416822784";"dapat lebih parah tidakbecus ada";"negatif"
"734";"393364675296894976";"mudah jurus ampuh konsisten bu semua";"positif"
"735";"393366044439351296";"tidakbecus ada";"negatif"
"736";"393367638044205056";"mudah jurus ampuh konsisten bu semua";"positif"
"737";"393378359733796864";"rakyat ingin capres amanah tetap bukan";"positif"
"738";"393383443272192000";"dukung jadi baik masuk akal moga sukses";"positif"
"739";"393388768532520961";"moga bisa jadi pemimpin baik senyum";"positif"
"740";"393389037215424513";"jadi lebih baik buang buang beras salut sukses";"positif"
"741";"393389151795425281";"birokrasi dapat vital dinamis aspiratif buka ayom kesan sulit";"positif"
"742";"393390396568399873";"presiden bisa bangun baik amin";"positif"
"743";"393395911788740609";"yakin depan jauh lebih baik banyak pro rakyat";"positif"
"744";"393398157163241472";"hormat simpatik sama berani tegas rakyat";"positif"
"745";"393407487241506817";"malam mudah mudah jadi pemimpin amanah";"positif"
"746";"393596471515160576";"sosok cerdas cerdas rakyat";"positif"
"747";"393772771294969856";"pilih pemimpin jawab pilih amanah selamat istirahat akhir";"positif"
"748";"393773117815787521";"sehat amanah rakyat";"positif"
"749";"394012552990294016";"antusias masyarakat begitu besar belumcukup";"positif"
"750";"394019764525232128";"sikap bijak pemimpin bijak adil";"positif"
"751";"394088007084421120";"jadi presiden jadi adil makmur";"positif"
"752";"394090118195073024";"lupa bukanbohong alim jadi bukantidaksetuju";"positif"
"753";"394098507260231680";"duit sangat bagus bisa amanah";"positif"
"754";"394111746060718081";"setuju bijak adil";"positif"
"755";"394118471492984832";"percaya bisa amanah rakyat moga";"positif"
"756";"394129343930052608";"bukanaset aset sulit dapat pemimpin amanah tunjuk";"positif"
"757";"394235375641579520";"moga amanah";"positif"
"758";"394264028257607681";"adil tegas jujur dapat akhir pisah";"positif"
"759";"394265622827134976";"adil jujur pasti hati zikir alim";"positif"
"760";"394270423891734529";"perlu negarawan beliau amanah rakyat";"positif"
"761";"394659415191609344";"moga amanah bukan";"positif"
"762";"394849521319964673";"ayo rakyat dosa";"negatif"
"763";"394852505416257536";"adil dulu dosa dosa";"negatif"
"764";"394992436834861056";"pemimpin bisa pemimpin adil tegas erti rakyat";"positif"
"765";"395055861308997632";"adil adil adil rakyat";"positif"
"766";"395056977908215808";"hasil baik moga bisa maju adil makmur sejahtera karimah";"positif"
"767";"395057435645194240";"kejam sikap diktator semua";"negatif"
"768";"395105022024769000";"tidakbecus bisa jadi presiden bagus";"negatif"
"769";"395166438597468160";"umbar sombong";"negatif"
"770";"395195995052441600";"cerdas luas wawas adil bijaksana jujur tepat ambil sikap";"positif"
"771";"395351868307546112";"besar pemimpin tidakamanah amanah makmur rakyat";"positif"
"772";"395353475128635392";"jangantidakadil banget";"negatif"
"773";"395370339250606082";"tambah sikap jujur amanah lebih klop begitu";"positif"
"774";"395422071338967040";"tahu mampu lebih baik capres";"positif"
"775";"395429365447548929";"amanah bantu doa tetap tawakal";"positif"
"776";"395440858218000384";"salut hidup moga tetap bisa amanah rakyat baik dapat rahmat alah amin";"positif"
"777";"395445482282971136";"moga beliau dapat arif bijaksana sayang rakyat tegas lebih";"positif"
"778";"395496390022807552";"motivasi bisa ajar laku abdi ada";"positif"
"779";"395538618183217152";"bisa kena cemar baik";"negatif"
"780";"395546511271927809";"doa moga dapat lanjut";"positif"
"781";"395546969310912512";"tingkat kualitas ada sadar bijak baik";"positif"
"782";"395550224413769728";"amanah";"positif"
"783";"395566076232097793";"terima kasih hadir partisipasi baru wujud lebih baik";"positif"
"784";"395566189218242560";"terima kasih hadir partisipasi baru wujud lebih baik";"positif"
"785";"395582323984326657";"begitu agresif tindak";"positif"
"786";"395691414224261120";"selamat atas moga amanah";"positif"
"787";"395724219083808768";"anjing babi bangsat mati tindak jangan";"negatif"
"788";"395761491795640320";"bijak pasti baik lebih baik laku konsisten";"positif"
"789";"395784772678479872";"baik pemimpin amanah amin";"positif"
"790";"395797431729664000";"begitu mudah mudah janganberi baik";"positif"
"791";"395808719482531840";"beri mudah amanah";"positif"
"792";"395812578720374784";"senyum tidakbisa gerak penting amanah";"positif"
"793";"395821714992406528";"usung amanah";"positif"
"794";"395843595833315328";"dukung jadi presiden";"positif"
"795";"395869716998135808";"aktif jadi diktator kenal cerdas cemerlang ambisius";"positif"
"796";"395903199443292160";"mudah mudah bisa baik dukung semua masuk bikin";"positif"
"797";"395921676958838784";"alah agar lebih baik peduli amin";"positif"
"798";"395940270354616320";"rendah hati tulus mulia ikhlas amanah utama pilih capres";"positif"
"799";"396087956412186624";"aktual kerja kinerja baik laku kerja senyum";"positif"
"800";"396088129351729154";"tidakbisa percaya lebih baik percaya jahat";"negatif"
"801";"396088366728376321";"penting amanah";"positif"
"802";"396091149120577536";"pemimpin baik satu visi misi bukanpenting pribadi";"positif"
"803";"396104685393690624";"percaya jujur baik akil";"positif"
"804";"396110869383221248";"benar tidakumbar pilih baik";"positif"
"805";"396119659453243392";"selamat terima kasih lebih baik salut mudah lindung alah";"positif"
"806";"396156746630057984";"tidakbaik ada baik selamat moga berkah";"positif"
"807";"396158492819484672";"rendah hati tulus mulia ikhlas amanah utama pilih capres";"positif"
"808";"396159975371722752";"banget baik hidup baik hidup";"positif"
"809";"396175032545587200";"gerak sama cipta lebih baik";"positif"
"810";"396207161476272128";"alah jadi pemimpin amanah abdi penting rakyat";"positif"
"811";"396208236690305024";"dasar bijak baik pikir baik sikap baik baik";"positif"
"812";"396217723392622592";"benar rakyat antusias dukung dapat dukung masyarakat";"positif"
"813";"396227672679800832";"cinta amanah moga lindung langkah amin";"positif"
"814";"396254389687422977";"tokoh kenal seloroh kapabilitas";"negatif"
"815";"396262962664468480";"pengaruh baik lama";"positif"
"816";"396264714935627778";"sangat tidakbijak kena janganbeban rakyat baik batas";"negatif"
"817";"396280444791967744";"sama jauh lebih baik ada";"positif"
"818";"396430990995759104";"selamat moga tetap amanah";"positif"
"819";"396490996596240384";"pemimpin pilih lebih amanah jawab pemimpin";"positif"
"820";"396514990397472000";"tidaklayak";"negatif"
"821";"396584437174898690";"jadi pemimpin wenang tetap amanah janganmudah goda datang";"positif"
"822";"396815172494315520";"atas jadi jujur adil moga bisa contoh baru";"positif"
"823";"396852744994058240";"jadi pemimpin adil doa jadi presiden tidakenak enak begitu";"positif"
"824";"396962891619782656";"jadi presiden contoh adil jujur sejahtera rakyat";"positif"
"825";"397185639864479744";"doa agar jadi pemimpin tegas moga alah tunjuk adil amin";"positif"
"826";"397663492917833000";"malu calon tipu rakyat takbayar";"negatif"
"827";"397675848892813312";"takbayar lupa ceroboh";"negatif"
"828";"397680184385478656";"capres tolol takbayar";"negatif"
"829";"398059595161034752";"juang jujur adil lebih baik rakyat pasti";"positif"
"830";"398290155821203457";"teladan capres idam";"positif"
"831";"398703724925059072";"karismatik senyum lebih";"positif"
"832";"398790278980448000";"muka sihir jahat";"negatif"
"833";"399564067343302656";"peduli biaya belumkuasa licik";"negatif"
"834";"399776497302380544";"dusta dulu banget jadi capres nafsu jadi presiden";"negatif"
"835";"400131047775404000";"begini tukang tipu mulai tukang tipu semua";"negatif"
"836";"400584565879611392";"janganpilih jadi";"negatif"
"837";"400798655319273472";"kesan munafik puji nilai sulit";"negatif"
"838";"401406490818273280";"kasus munafik";"negatif"
"839";"403138365173678080";"munafik";"negatif"
"840";"403139121574473000";"jahat tidakbegitu jadi presiden ada";"negatif"
"841";"403378902577332224";"bohong";"negatif"
"842";"403673928482041856";"ada bohong";"negatif"
"843";"403747630250872834";"tidakcocok presiden";"negatif"
"844";"404516247225643009";"goblok";"negatif"
"845";"404595372481212416";"tidakterlalu populer masyarakat";"negatif"
"846";"404603741984141312";"nilai tidakpopuler masyarakat";"negatif"
"847";"404616994567106000";"jadi takcocok nilai tidakpopuler masyarakat";"negatif"
"848";"404620045227028480";"hidup negeri gotong masyarakat adil makmur";"positif"
"849";"404803757453479936";"kurangadil sama sama kerja keras hasil tidakcukup";"negatif"
"850";"405027331493728257";"maju tegak lebih baik jujur adil bangun";"positif"
"851";"405827637559304192";"suka capres tampil semua presiden adab baik";"positif"
"852";"405874073512579072";"ayo langkah pemimpin adab adil";"positif"
"853";"405880019760586752";"sama bangun adil sejahtera tolak setan";"positif"
"854";"405913791814049792";"tegas janganpesimis bisa picu sikap acuh takacuh";"positif"
"855";"406003993022697000";"muka terlalu jahat jadi";"negatif"
"856";"406335535796342784";"politisi busuk politisi sakit";"negatif"
"857";"406349863882719232";"masuk awal beliau besar panutan";"positif"
"858";"406379513677754368";"sangat dukung";"positif"
"859";"406382598340878336";"pusing baca busuk sedih";"negatif"
"860";"406841355785097216";"pilih jangansosialisasi tidakbecus sosial banyak payah tidakmutu";"negatif"
"861";"407028372276281344";"ajaib pasti ada tentu tiba alah adil angkat";"positif"
"862";"407113862006071296";"baru kurang";"negatif"
"863";"407146079906320000";"pasti ada tuduh tidakbecus ledak";"negatif"
"864";"408957138741264385";"calon pemimpin gampang baur rakyat mulai banyak kenal rakyat muda";"positif"
"865";"409345597259280384";"tokoh prestasi mantap";"positif"
"866";"410105458934812672";"kinerja sekarang buruk";"negatif"
"867";"410604749319188481";"ada baik buruk ambil baik buang buruk";"positif"
"868";"410736369863229440";"jadi capres dusta";"negatif"
"869";"410789614178164736";"tidakrela presiden jelek lebih tidakrela presiden ganteng";"negatif"
"870";"411183184676536320";"bohong pilih";"negatif"
"871";"411264197842833409";"buruk bisa kena capres";"negatif"
